 0.13014E-06 0.18423E-07 0.00000E+00    31001     1071    5        3 0.231E+08 0.17362E-11  0.13014E-06
   3    0.12199E-06    0.37913E-07    0.19656E+02    0.12570E-03    0.12199E-06
   4    0.11435E-06    0.16686E-07    0.13052E+02    0.79605E-04    0.11435E-06
   5    0.27780E-06    0.11746E-06    0.53486E+02    0.18661E-02    0.27780E-06
