 0.13295E-06 0.34143E-07 0.00000E+00    31001     1372    5       13 0.978E+08 0.11025E-11  0.13295E-06
   3    0.15115E-06    0.43799E-07    0.18326E+02    0.11312E-03    0.15115E-06
   4    0.90768E-07    0.10837E-07    0.10679E+02    0.44662E-04    0.90768E-07
   5    0.17640E-06    0.22204E-07    0.15922E+02    0.25264E-03    0.17640E-06
