 0.10984E+37 0.42925E+36 0.00000E+00    30001      125    4        2 0.182E-35 0.53938E+31  0.10984E+37
   2    0.13880E+37    0.80833E+36    0.36832E+02    0.23877E+40    0.13880E+37
   3    0.62373E+36    0.21938E+36    0.31459E+02    0.11849E+40    0.62373E+36
   4    0.15534E+37    0.60672E+36    0.49404E+02    0.84488E+40    0.15534E+37
