 0.80242E+10 0.17171E+08 0.00000E+00    30001     1606    4     1601 0.200E-06 0.27843E+05  0.80242E+10
   2    0.80871E+10    0.84598E+08    0.66160E+00    0.21433E+11    0.80871E+10
   3    0.80317E+10    0.39048E+08    0.43485E+00    0.16393E+11    0.80317E+10
   4    0.80189E+10    0.19627E+08    0.30960E+00    0.15631E+11    0.80189E+10
