 0.35490E-06 0.11763E-06 0.00000E+00    31001      963    5        6 0.169E+08 0.54225E-11  0.35490E-06
   3    0.22738E-06    0.27429E-07    0.76293E+01    0.72076E-04    0.22738E-06
   4    0.39831E-06    0.63066E-07    0.14162E+02    0.45491E-03    0.39831E-06
   5    0.86760E-06    0.23428E-06    0.34157E+02    0.33313E-02    0.86760E-06
