 0.13602E-27 0.18417E-28 0.00000E+00    31001     1160    5        2 0.147E+29 0.21065E-32  0.13602E-27
   3    0.13598E-27    0.36794E-28    0.17114E+02    0.69058E-25    0.13598E-27
   4    0.11851E-27    0.19324E-28    0.14584E+02    0.12526E-24    0.11851E-27
   5    0.33705E-27    0.18612E-27    0.69850E+02    0.29697E-23    0.33705E-27
