 0.10576E-27 0.25535E-28 0.00000E+00    31001     1679    5       14 0.132E+30 0.11205E-32  0.10576E-27
   3    0.85892E-28    0.19407E-28    0.14290E+02    0.52976E-25    0.85892E-28
   4    0.79751E-28    0.72866E-29    0.81721E+01    0.25897E-25    0.79751E-28
   5    0.17929E-27    0.25967E-28    0.18320E+02    0.23375E-24    0.17929E-27
