 0.10690E-27 0.34012E-28 0.00000E+00    31001     1276    5        5 0.468E+29 0.10398E-32  0.10690E-27
   3    0.59990E-28    0.11924E-28    0.12572E+02    0.28233E-25    0.59990E-28
   4    0.10584E-27    0.16046E-28    0.13561E+02    0.88025E-25    0.10584E-27
   5    0.16637E-27    0.36530E-28    0.27774E+02    0.57232E-24    0.16637E-27
