 0.35157E-28 0.82946E-30 0.00000E+00    15001      822    4      311 0.885E+31 0.43962E-33  0.35157E-28
   2    0.36187E-28    0.63586E-29    0.78582E+01    0.92526E-26    0.36187E-28
   3    0.34250E-28    0.44341E-29    0.81880E+01    0.13788E-25    0.34250E-28
   4    0.35169E-28    0.85186E-30    0.21665E+01    0.19938E-26    0.35169E-28
