 0.24241E+10 0.18783E+08 0.00000E+00    30001     2095    4     2091 0.863E-06 0.84310E+04  0.24241E+10
   2    0.24146E+10    0.68428E+08    0.17924E+01    0.70706E+11    0.24146E+10
   3    0.24165E+10    0.36952E+08    0.13677E+01    0.31095E+11    0.24165E+10
   4    0.24281E+10    0.23011E+08    0.11987E+01    0.37476E+11    0.24281E+10
