 0.10258E+09 0.00000E+00 0.27560E+07  2040000    58363    8       98 0.955E-06 0.63299E+01  0.10258E+09
   6    0.96182E+08    0.65731E+07    0.34577E+02    0.14073E+13    0.96182E+08
   7    0.10405E+09    0.87047E+07    0.59861E+02    0.37602E+13    0.10405E+09
   8    0.10371E+09    0.32339E+07    0.31554E+02    0.15358E+13    0.10371E+09
