 0.20522E+34 0.65767E+33 0.00000E+00   120000      100    4        6 0.292E-32 0.15531E+28  0.20522E+34
   2    0.33891E+34    0.33890E+34    0.12649E+03    0.54224E+38    0.33891E+34
   3    0.42292E+34    0.41822E+34    0.17690E+03    0.13383E+39    0.42292E+34
   4    0.15904E+34    0.57259E+33    0.91083E+02    0.26954E+38    0.15904E+34
