 0.19730E+10 0.48750E+08 0.00000E+00  2040000    66104    8       90 0.456E-07 0.11881E+03  0.19730E+10
   6    0.19483E+10    0.12211E+09    0.31712E+02    0.26539E+14    0.19483E+10
   7    0.21496E+10    0.14810E+09    0.49300E+02    0.46006E+14    0.21496E+10
   8    0.19466E+10    0.56844E+08    0.29550E+02    0.26052E+14    0.19466E+10
