 0.24265E+10 0.56744E+07 0.00000E+00   254001    18473    7    18469 0.761E-05 0.10541E+04  0.24265E+10
   5    0.24327E+10    0.15273E+08    0.11231E+01    0.49831E+11    0.24327E+10
   6    0.24196E+10    0.10364E+08    0.10836E+01    0.37325E+11    0.24196E+10
   7    0.24287E+10    0.75677E+07    0.11148E+01    0.11782E+12    0.24287E+10
