 0.12142E-06 0.11921E-06 0.00000E+00    31001      803    5        8 0.659E+08 0.11274E-11  0.12142E-06
   3    0.37036E-07    0.89678E-08    0.15314E+02    0.28998E-04    0.37036E-07
   4    0.14001E-06    0.48323E-07    0.30869E+02    0.33351E-03    0.14001E-06
   5    0.18038E-06    0.38663E-07    0.27112E+02    0.44133E-03    0.18038E-06
