 0.12358E-06 0.20989E-07 0.00000E+00    31001      446    5       13 0.105E+09 0.80114E-12  0.12358E-06
   3    0.84041E-07    0.20793E-07    0.15648E+02    0.58240E-04    0.84041E-07
   4    0.24415E-06    0.13755E-06    0.50390E+02    0.10891E-02    0.24415E-06
   5    0.12818E-06    0.16860E-07    0.16637E+02    0.16077E-03    0.12818E-06
