 0.12541E-06 0.18923E-07 0.00000E+00    31001     1159    5       11 0.877E+08 0.88163E-12  0.12541E-06
   3    0.13212E-06    0.80389E-07    0.38481E+02    0.31852E-03    0.13212E-06
   4    0.93697E-07    0.13871E-07    0.13241E+02    0.66830E-04    0.93697E-07
   5    0.14106E-06    0.14760E-07    0.13236E+02    0.17459E-03    0.14106E-06
