 0.24136E+10 0.18169E+08 0.00000E+00    30001     2023    4     2019 0.837E-06 0.83679E+04  0.24136E+10
   2    0.23573E+10    0.64301E+08    0.17252E+01    0.36222E+11    0.23573E+10
   3    0.24402E+10    0.36450E+08    0.13361E+01    0.26364E+11    0.24402E+10
   4    0.24099E+10    0.22166E+08    0.11634E+01    0.20145E+11    0.24099E+10
