 0.21617E+39 0.00000E+00 0.42832E+43  2040000        9    8        1 0.463E-38 0.70376E+32  0.21617E+39
   6    0.67314E+34    0.26642E+34    0.20026E+03    0.37453E+39    0.67314E+34
   7    0.65915E+39    0.65913E+39    0.71553E+03    0.33748E+45    0.65915E+39
   8    0.11530E+40    0.11530E+40    0.10119E+04    0.11807E+46    0.11530E+40
