 0.14682E+08 0.38250E+05 0.00000E+00    30001     1661    4     1656 0.113E-03 0.51051E+02  0.14682E+08
   2    0.14815E+08    0.16709E+06    0.71332E+00    0.26216E+09    0.14815E+08
   3    0.14581E+08    0.65129E+05    0.39952E+00    0.22131E+08    0.14581E+08
   4    0.14703E+08    0.33279E+05    0.28631E+00    0.22109E+08    0.14703E+08
