 0.14678E+08 0.30229E+05 0.00000E+00   126001     6834    6     6830 0.465E-03 0.12740E+02  0.14678E+08
   4    0.14727E+08    0.32993E+05    0.28337E+00    0.19832E+08    0.14727E+08
   5    0.14590E+08    0.46104E+05    0.56529E+00    0.45520E+09    0.14590E+08
   6    0.14676E+08    0.23275E+05    0.40121E+00    0.18868E+09    0.14676E+08
