 0.19743E+10 0.13049E+08 0.00000E+00   510001    23518    8     2637 0.134E-05 0.42821E+03  0.19743E+10
   6    0.23650E+10    0.49213E+09    0.52644E+02    0.30805E+14    0.23650E+10
   7    0.20421E+10    0.13487E+09    0.23628E+02    0.16954E+14    0.20421E+10
   8    0.19732E+10    0.13115E+08    0.33629E+01    0.14961E+13    0.19732E+10
