 0.24406E+10 0.24131E+08 0.00000E+00    30001     2066    4     2062 0.845E-06 0.84122E+04  0.24406E+10
   2    0.25543E+10    0.69629E+08    0.17241E+01    0.53517E+11    0.25543E+10
   3    0.24523E+10    0.36473E+08    0.13303E+01    0.26184E+11    0.24523E+10
   4    0.24227E+10    0.22595E+08    0.11797E+01    0.32236E+11    0.24227E+10
