 0.80549E+10 0.17058E+08 0.00000E+00    30001     1571    4     1568 0.195E-06 0.27957E+05  0.80549E+10
   2    0.79705E+10    0.84862E+08    0.67337E+00    0.23414E+11    0.79705E+10
   3    0.80857E+10    0.39487E+08    0.43680E+00    0.16113E+11    0.80857E+10
   4    0.80517E+10    0.19401E+08    0.30479E+00    0.15072E+11    0.80517E+10
