 0.24141E+10 0.18314E+08 0.00000E+00    30001     2073    4     2068 0.857E-06 0.83733E+04  0.24141E+10
   2    0.24539E+10    0.68316E+08    0.17607E+01    0.43512E+11    0.24539E+10
   3    0.24095E+10    0.35810E+08    0.13293E+01    0.28259E+11    0.24095E+10
   4    0.24115E+10    0.22430E+08    0.11765E+01    0.20551E+11    0.24115E+10
