 0.24640E+10 0.18844E+08 0.00000E+00    30001     2090    4     2085 0.846E-06 0.85929E+04  0.24640E+10
   2    0.24442E+10    0.68575E+08    0.17744E+01    0.40166E+11    0.24442E+10
   3    0.24414E+10    0.37039E+08    0.13570E+01    0.46260E+11    0.24414E+10
   4    0.24748E+10    0.23095E+08    0.11804E+01    0.39714E+11    0.24748E+10
