 0.41100E+08 0.23294E+06 0.00000E+00   126001     6270    6     2349 0.572E-04 0.35677E+02  0.41100E+08
   4    0.40791E+08    0.83737E+06    0.25966E+01    0.70014E+10    0.40791E+08
   5    0.41207E+08    0.49517E+06    0.21496E+01    0.60787E+10    0.41207E+08
   6    0.41100E+08    0.27816E+06    0.17121E+01    0.36159E+10    0.41100E+08
