 0.41692E+08 0.10216E+06 0.00000E+00   510001    25460    8    11150 0.267E-03 0.90259E+01  0.41692E+08
   6    0.42024E+08    0.33649E+06    0.20257E+01    0.45060E+10    0.42024E+08
   7    0.41816E+08    0.19875E+06    0.17005E+01    0.39902E+10    0.41816E+08
   8    0.41592E+08    0.12734E+06    0.15491E+01    0.34315E+10    0.41592E+08
