 0.23972E+10 0.39996E+08 0.00000E+00    14001      990    3      985 0.411E-06 0.16558E+05  0.23972E+10
   1    0.27340E+10    0.18713E+09    0.30609E+01    0.14292E+12    0.27340E+10
   2    0.23869E+10    0.64856E+08    0.17185E+01    0.34660E+11    0.23869E+10
   3    0.23844E+10    0.35419E+08    0.13286E+01    0.28916E+11    0.23844E+10
