 0.16311E+10 0.24102E+08 0.00000E+00    30001     1926    4      942 0.578E-06 0.56499E+04  0.16311E+10
   2    0.12457E+10    0.35324E+09    0.17934E+02    0.13498E+13    0.12457E+10
   3    0.16924E+10    0.90262E+08    0.47703E+01    0.28085E+12    0.16924E+10
   4    0.16272E+10    0.25060E+08    0.19481E+01    0.76463E+11    0.16272E+10
