 0.17167E+10 0.31730E+07 0.00000E+00   254001    17081    7    17076 0.995E-05 0.74491E+03  0.17167E+10
   5    0.17180E+10    0.85314E+07    0.88832E+00    0.21604E+11    0.17180E+10
   6    0.17170E+10    0.59014E+07    0.86951E+00    0.26007E+11    0.17170E+10
   7    0.17163E+10    0.41932E+07    0.87412E+00    0.46273E+11    0.17163E+10
