 0.13818E+39 0.00000E+00 0.10482E+41  2040000      471    8        1 0.724E-38 0.58195E+32  0.13818E+39
   6    0.34764E+38    0.24570E+38    0.35760E+03    0.53000E+43    0.34764E+38
   7    0.98871E+36    0.46781E+36    0.33856E+03    0.19246E+42    0.98871E+36
   8    0.95346E+39    0.95081E+39    0.10091E+04    0.97363E+45    0.95346E+39
