 0.11747E+09 0.15568E+07 0.00000E+00    14001     2738    3     1335 0.114E-04 0.80820E+03  0.11747E+09
   1    0.11643E+09    0.61720E+07    0.23706E+01    0.31011E+10    0.11643E+09
   2    0.12095E+09    0.32907E+07    0.17208E+01    0.21266E+10    0.12095E+09
   3    0.11638E+09    0.18432E+07    0.14166E+01    0.12915E+10    0.11638E+09
