 0.30274E+11 0.64651E+07 0.00000E+00   510001    25641    8    25636 0.847E-06 0.65699E+04  0.30274E+11
   6    0.30268E+11    0.21552E+08    0.18014E+00    0.39557E+11    0.30268E+11
   7    0.30275E+11    0.12512E+08    0.14786E+00    0.63320E+11    0.30275E+11
   8    0.30274E+11    0.80624E+07    0.13475E+00    0.96771E+11    0.30274E+11
