 0.11158E+09 0.00000E+00 0.39369E+07  2040000    58073    8       47 0.421E-06 0.67302E+01  0.11158E+09
   6    0.15381E+09    0.26227E+08    0.86273E+02    0.53934E+13    0.15381E+09
   7    0.11018E+09    0.48137E+07    0.31261E+02    0.97510E+12    0.11018E+09
   8    0.11027E+09    0.47093E+07    0.43218E+02    0.31395E+13    0.11027E+09
