 0.24229E+10 0.56812E+07 0.00000E+00   254001    18412    7    18407 0.760E-05 0.10505E+04  0.24229E+10
   5    0.24201E+10    0.15250E+08    0.11273E+01    0.65273E+11    0.24201E+10
   6    0.24291E+10    0.10542E+08    0.10979E+01    0.45480E+11    0.24291E+10
   7    0.24204E+10    0.75196E+07    0.11115E+01    0.86260E+11    0.24204E+10
