 0.40738E+08 0.00000E+00 0.55952E+06   120000     6100    4     1038 0.255E-04 0.39971E+02  0.40738E+08
   2    0.37940E+08    0.12881E+07    0.42944E+01    0.14300E+11    0.37940E+08
   3    0.40952E+08    0.98213E+06    0.42901E+01    0.20820E+11    0.40952E+08
   4    0.40931E+08    0.39656E+06    0.24511E+01    0.77885E+10    0.40931E+08
