 0.30223E+11 0.74724E+08 0.00000E+00    30001     1597    4     1592 0.527E-07 0.10493E+06  0.30223E+11
   2    0.30228E+11    0.39831E+09    0.83339E+00    0.88451E+11    0.30228E+11
   3    0.30239E+11    0.17680E+09    0.52294E+00    0.69067E+11    0.30239E+11
   4    0.30219E+11    0.84275E+08    0.35276E+00    0.53260E+11    0.30219E+11
