 0.14999E+09 0.44916E+05 0.00000E+00   126001     6347    6     6342 0.423E-04 0.13016E+03  0.14999E+09
   4    0.15000E+09    0.14004E+06    0.11809E+00    0.18324E+09    0.15000E+09
   5    0.15009E+09    0.85338E+05    0.10171E+00    0.18317E+09    0.15009E+09
   6    0.14995E+09    0.57039E+05    0.96232E-01    0.22430E+09    0.14995E+09
