 0.41122E+08 0.10446E+06 0.00000E+00   510001    25310    8    10183 0.248E-03 0.89168E+01  0.41122E+08
   6    0.40881E+08    0.30901E+06    0.19122E+01    0.58344E+10    0.40881E+08
   7    0.41312E+08    0.20752E+06    0.17972E+01    0.47574E+10    0.41312E+08
   8    0.41089E+08    0.13137E+06    0.16177E+01    0.39628E+10    0.41089E+08
