 0.24165E+10 0.57228E+07 0.00000E+00   254001    18200    7    18196 0.753E-05 0.10481E+04  0.24165E+10
   5    0.24070E+10    0.14891E+08    0.11067E+01    0.40083E+11    0.24070E+10
   6    0.24249E+10    0.10777E+08    0.11244E+01    0.13234E+12    0.24249E+10
   7    0.24148E+10    0.75776E+07    0.11227E+01    0.13307E+12    0.24148E+10
