 0.39362E-28 0.28148E-28 0.00000E+00    31001     1381    5        8 0.203E+30 0.41142E-33  0.39362E-28
   3    0.15201E-28    0.17667E-29    0.73503E+01    0.37169E-26    0.15201E-28
   4    0.40055E-28    0.54959E-29    0.12272E+02    0.29874E-25    0.40055E-28
   5    0.65827E-28    0.80905E-29    0.15546E+02    0.11273E-24    0.65827E-28
