 0.69465E-28 0.49697E-28 0.00000E+00    31001      896    5        8 0.115E+30 0.63022E-33  0.69465E-28
   3    0.27734E-28    0.54322E-29    0.12388E+02    0.16840E-25    0.27734E-28
   4    0.10003E-27    0.37544E-28    0.33569E+02    0.24716E-24    0.10003E-27
   5    0.10084E-27    0.19140E-28    0.24009E+02    0.28621E-24    0.10084E-27
