 0.15002E+09 0.56033E+05 0.00000E+00   126001     6394    6     6389 0.426E-04 0.13027E+03  0.15002E+09
   4    0.15001E+09    0.14675E+06    0.12375E+00    0.18063E+09    0.15001E+09
   5    0.14988E+09    0.88675E+05    0.10583E+00    0.17975E+09    0.14988E+09
   6    0.15007E+09    0.54016E+05    0.91058E-01    0.23553E+09    0.15007E+09
