 0.80650E+10 0.17060E+08 0.00000E+00    30001     1589    4     1585 0.197E-06 0.28009E+05  0.80650E+10
   2    0.80815E+10    0.85204E+08    0.66680E+00    0.23624E+11    0.80815E+10
   3    0.80547E+10    0.39556E+08    0.43925E+00    0.16649E+11    0.80547E+10
   4    0.80666E+10    0.19392E+08    0.30408E+00    0.16217E+11    0.80666E+10
