 0.24138E+10 0.55420E+08 0.00000E+00    14001      953    3      948 0.393E-06 0.16749E+05  0.24138E+10
   1    0.20990E+10    0.13657E+09    0.29098E+01    0.87224E+11    0.20990E+10
   2    0.24768E+10    0.68523E+08    0.17497E+01    0.39048E+11    0.24768E+10
   3    0.24119E+10    0.36778E+08    0.13639E+01    0.43262E+11    0.24119E+10
