 0.35824E+34 0.48901E+34 0.00000E+00   126001       36    6        2 0.558E-33 0.78081E+27  0.35824E+34
   4    0.21672E+34    0.20527E+34    0.11981E+03    0.32819E+38    0.21672E+34
   5    0.76253E+34    0.61323E+34    0.14386E+03    0.19338E+39    0.76253E+34
   6    0.89950E+33    0.68152E+33    0.19168E+03    0.43341E+38    0.89950E+33
