 0.11593E+09 0.00000E+00 0.47971E+07  2040000    49553    8       30 0.259E-06 0.70120E+01  0.11593E+09
   6    0.11504E+09    0.80191E+07    0.35269E+02    0.12128E+13    0.11504E+09
   7    0.12002E+09    0.11285E+08    0.67279E+02    0.40443E+13    0.12002E+09
   8    0.11489E+09    0.70554E+07    0.62145E+02    0.39008E+13    0.11489E+09
