 0.41557E+08 0.10234E+06 0.00000E+00   510001    25543    8    10597 0.255E-03 0.90119E+01  0.41557E+08
   6    0.41707E+08    0.30297E+06    0.18377E+01    0.63302E+10    0.41707E+08
   7    0.41564E+08    0.19855E+06    0.17090E+01    0.47435E+10    0.41564E+08
   8    0.41527E+08    0.12995E+06    0.15833E+01    0.40240E+10    0.41527E+08
