 0.14684E+08 0.22791E+05 0.00000E+00   126001     6804    6     6799 0.463E-03 0.12775E+02  0.14684E+08
   4    0.14648E+08    0.34450E+05    0.29749E+00    0.21880E+08    0.14648E+08
   5    0.14675E+08    0.57426E+05    0.70002E+00    0.43088E+09    0.14675E+08
   6    0.14717E+08    0.31758E+05    0.54591E+00    0.18294E+09    0.14717E+08
