 0.16246E-27 0.26338E-28 0.00000E+00    31001      859    5        2 0.123E+29 0.27900E-32  0.16246E-27
   3    0.13270E-27    0.23348E-28    0.11128E+02    0.48966E-25    0.13270E-27
   4    0.17882E-27    0.42959E-28    0.21487E+02    0.31346E-24    0.17882E-27
   5    0.44640E-27    0.28897E-27    0.81882E+02    0.46201E-23    0.44640E-27
