 0.23526E-27 0.16611E-28 0.00000E+00    31001      800    5       34 0.145E+30 0.14752E-32  0.23526E-27
   3    0.19082E-27    0.45537E-28    0.15093E+02    0.13379E-24    0.19082E-27
   4    0.26487E-27    0.56274E-28    0.19003E+02    0.28420E-24    0.26487E-27
   5    0.23603E-27    0.18609E-28    0.99729E+01    0.13732E-24    0.23603E-27
