 0.21865E-27 0.23419E-28 0.00000E+00    31001     1081    5        9 0.412E+29 0.18717E-32  0.21865E-27
   3    0.19697E-27    0.58069E-28    0.18645E+02    0.21519E-24    0.19697E-27
   4    0.19859E-27    0.21433E-28    0.96534E+01    0.92307E-25    0.19859E-27
   5    0.29948E-27    0.60624E-28    0.25606E+02    0.93618E-24    0.29948E-27
