 0.36369E-27 0.35087E-28 0.00000E+00    31001      741    5       14 0.385E+29 0.20898E-32  0.36369E-27
   3    0.23536E-26    0.19755E-26    0.53085E+02    0.78601E-23    0.23536E-26
   4    0.50456E-27    0.16619E-27    0.29461E+02    0.95522E-24    0.50456E-27
   5    0.33436E-27    0.28201E-28    0.10669E+02    0.34846E-24    0.33436E-27
