 0.17831E-27 0.78520E-28 0.00000E+00    31001      710    5       15 0.841E+29 0.15389E-32  0.17831E-27
   3    0.95448E-28    0.10650E-28    0.70572E+01    0.34179E-25    0.95448E-28
   4    0.29968E-27    0.16042E-27    0.47878E+02    0.12804E-23    0.29968E-27
   5    0.24622E-27    0.25703E-28    0.13204E+02    0.31225E-24    0.24622E-27
