 0.23144E-27 0.18327E-28 0.00000E+00    31001      948    5       17 0.735E+29 0.15325E-32  0.23144E-27
   3    0.18958E-27    0.69940E-28    0.23333E+02    0.27408E-24    0.18958E-27
   4    0.20773E-27    0.30093E-28    0.12957E+02    0.14988E-24    0.20773E-27
   5    0.24520E-27    0.23989E-28    0.12375E+02    0.21324E-24    0.24520E-27
