 0.24275E+10 0.56908E+07 0.00000E+00   254001    18268    7    18263 0.752E-05 0.10520E+04  0.24275E+10
   5    0.24213E+10    0.15055E+08    0.11123E+01    0.31673E+11    0.24213E+10
   6    0.24375E+10    0.10543E+08    0.10942E+01    0.49194E+11    0.24375E+10
   7    0.24238E+10    0.75657E+07    0.11167E+01    0.17133E+12    0.24238E+10
