 0.42018E+36 0.73413E+37 0.00000E+00  2040000      434    8        1 0.238E-35 0.16826E+30  0.42018E+36
   6    0.12241E+35    0.60917E+34    0.25180E+03    0.12376E+40    0.12241E+35
   7    0.85871E+35    0.56278E+35    0.46895E+03    0.27884E+41    0.85871E+35
   8    0.27568E+37    0.27058E+37    0.99323E+03    0.27705E+43    0.27568E+37
