 0.24475E+10 0.18330E+08 0.00000E+00    30001     2107    4     2103 0.859E-06 0.85470E+04  0.24475E+10
   2    0.23774E+10    0.62349E+08    0.16587E+01    0.32554E+11    0.23774E+10
   3    0.24345E+10    0.35289E+08    0.12965E+01    0.37207E+11    0.24345E+10
   4    0.24616E+10    0.22840E+08    0.11737E+01    0.38141E+11    0.24616E+10
