 0.23542E+10 0.63477E+07 0.00000E+00    30001     1607    4     1602 0.680E-06 0.81896E+04  0.23542E+10
   2    0.23478E+10    0.25836E+08    0.69599E+00    0.73023E+10    0.23478E+10
   3    0.23349E+10    0.12718E+08    0.48719E+00    0.94520E+10    0.23349E+10
   4    0.23586E+10    0.59082E+07    0.31686E+00    0.42560E+10    0.23586E+10
