 0.80540E+10 0.18824E+08 0.00000E+00    30001     1592    4     1588 0.197E-06 0.28015E+05  0.80540E+10
   2    0.80040E+10    0.84764E+08    0.66978E+00    0.20408E+11    0.80040E+10
   3    0.80048E+10    0.39717E+08    0.44378E+00    0.16257E+11    0.80048E+10
   4    0.80682E+10    0.19486E+08    0.30549E+00    0.16719E+11    0.80682E+10
