 0.41294E+08 0.98453E+05 0.00000E+00   510001    25543    8    11825 0.286E-03 0.89552E+01  0.41294E+08
   6    0.41212E+08    0.28761E+06    0.17655E+01    0.37618E+10    0.41212E+08
   7    0.41397E+08    0.19367E+06    0.16738E+01    0.38396E+10    0.41397E+08
   8    0.41266E+08    0.12459E+06    0.15277E+01    0.47716E+10    0.41266E+08
