 0.11156E+09 0.00000E+00 0.43704E+07  2040000    54330    8       23 0.206E-06 0.67122E+01  0.11156E+09
   6    0.14241E+09    0.39165E+08    0.13915E+03    0.99189E+13    0.14241E+09
   7    0.11370E+09    0.89010E+07    0.56016E+02    0.33285E+13    0.11370E+09
   8    0.10997E+09    0.50445E+07    0.46418E+02    0.35510E+13    0.10997E+09
