 0.47910E-06 0.54162E-07 0.00000E+00    31001      633    5       13 0.271E+08 0.28695E-11  0.47910E-06
   3    0.41675E-06    0.11559E-06    0.17542E+02    0.40165E-03    0.41675E-06
   4    0.64046E-06    0.18756E-06    0.26194E+02    0.13346E-02    0.64046E-06
   5    0.45911E-06    0.62718E-07    0.17279E+02    0.79092E-03    0.45911E-06
